Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-10 14:30:00+00:00,248.30999755859375,251.75,247.99000549316406,248.02999877929688,7213922,285.2099914550781,290.42999267578125,283.5400085449219,288.7200012207031,4164797,268.95001220703125,273.7300109863281,268.95001220703125,271.85699462890625,7030981,1107.0999755859375,1128.18994140625,1104.113037109375,1124.7950439453125,720526,631.3900146484375,634.9600219726562,623.2999877929688,633.83740234375,3873187
2025-11-10 15:30:00+00:00,248.0211944580078,248.08999633789062,245.58999633789062,246.3800048828125,3238084,288.7049865722656,289.2698974609375,286.19000244140625,286.96551513671875,1570763,271.8299865722656,271.989990234375,269.04998779296875,269.06640625,3083676,1124.800048828125,1127.155029296875,1114.6300048828125,1116.6300048828125,257424,633.6300048828125,633.8800048828125,626.489990234375,630.4099731445312,1532229
2025-11-10 16:30:00+00:00,246.33999633789062,247.44500732421875,246.0,247.10499572753906,2393779,286.94500732421875,287.5799865722656,286.2001037597656,287.30999755859375,892605,269.0400085449219,269.7587890625,268.489990234375,269.0799865722656,2346213,1116.6300048828125,1122.25,1116.249755859375,1116.83984375,175811,630.4099731445312,634.4600219726562,630.2999877929688,633.864990234375,1088389
2025-11-10 17:30:00+00:00,247.10499572753906,248.89999389648438,247.0955047607422,248.6300048828125,1959822,287.3399963378906,289.3299865722656,287.260009765625,288.8399963378906,743976,269.07000732421875,270.2300109863281,269.010009765625,269.7300109863281,1807442,1116.6663818359375,1118.7271728515625,1114.3299560546875,1115.6300048828125,162437,633.9299926757812,635.0,632.3300170898438,632.8400268554688,879505
2025-11-10 18:30:00+00:00,248.6529998779297,248.95640563964844,248.47000122070312,248.7698974609375,1461943,288.8699951171875,291.42999267578125,288.8500061035156,291.1000061035156,1315791,269.7099914550781,270.3077087402344,267.4549865722656,269.6600036621094,3188667,1115.6500244140625,1118.1800537109375,1115.2900390625,1115.5999755859375,171050,632.8400268554688,634.6500244140625,632.010009765625,632.780029296875,781607
2025-11-10 19:30:00+00:00,248.7449951171875,248.83999633789062,248.1750030517578,248.27000427246094,1829109,291.0899963378906,291.4595031738281,290.4200134277344,290.55999755859375,1095959,269.6300048828125,269.80999755859375,269.04998779296875,269.11859130859375,2248210,1115.5400390625,1124.47998046875,1112.56005859375,1120.659912109375,256469,632.7650146484375,634.27001953125,631.989990234375,632.6320190429688,871980
2025-11-10 20:30:00+00:00,248.25999450683594,249.22999572753906,247.89999389648438,248.41000366210938,11095457,290.5400085449219,291.2388000488281,290.42999267578125,290.5899963378906,1716713,269.1000061035156,269.6000061035156,268.760009765625,269.3599853515625,2892894,1120.5,1123.9200439453125,1119.030029296875,1120.18994140625,308211,632.6699829101562,634.72998046875,631.260009765625,631.77001953125,1488867
2025-11-11 14:30:00+00:00,248.44500732421875,249.62989807128906,247.8300018310547,248.46780395507812,3730327,288.20001220703125,291.6940002441406,287.8800048828125,289.4599914550781,2757570,269.80999755859375,274.739990234375,269.79998779296875,274.1000061035156,9244708,1118.75,1135.6800537109375,1112.800048828125,1123.510009765625,559122,628.125,629.5599975585938,621.8101196289062,622.3699951171875,2509903
2025-11-11 15:30:00+00:00,248.4573974609375,248.9600067138672,247.5449981689453,247.5800018310547,2380534,289.4049987792969,290.3550109863281,288.7900085449219,289.1499938964844,975039,274.1000061035156,274.3460998535156,272.42999267578125,272.5,3452496,1123.3299560546875,1128.9200439453125,1122.5699462890625,1125.06005859375,176573,622.3651123046875,623.9600219726562,619.4000244140625,622.3699951171875,1416358
2025-11-11 16:30:00+00:00,247.60000610351562,248.47999572753906,247.22999572753906,248.26829528808594,1320221,289.17999267578125,290.6000061035156,288.7699890136719,290.0199890136719,831517,272.510009765625,273.614990234375,271.7799987792969,273.31500244140625,2525614,1124.9949951171875,1125.5899658203125,1118.9000244140625,1124.18994140625,181061,622.4000244140625,625.5999755859375,621.732177734375,623.3800048828125,846209
2025-11-11 17:30:00+00:00,248.2736053466797,249.38999938964844,248.0,249.3260040283203,1560683,290.0299987792969,290.20001220703125,289.2699890136719,289.7900085449219,614277,273.3299865722656,274.70001220703125,273.0299987792969,274.4800109863281,2634766,1124.0699462890625,1132.0,1124.0699462890625,1130.68994140625,208729,623.3699951171875,624.64990234375,623.2800903320312,624.1300048828125,657328
2025-11-11 18:30:00+00:00,249.30999755859375,249.74989318847656,249.1042938232422,249.3699951171875,1357003,289.79998779296875,291.69000244140625,289.4200134277344,290.5899963378906,1003383,274.489990234375,275.6600036621094,274.1600036621094,275.32000732421875,3455305,1130.8199462890625,1136.0,1130.6099853515625,1132.75,212113,624.1300048828125,626.1500244140625,623.4000244140625,625.02001953125,783117
2025-11-11 19:30:00+00:00,249.42999267578125,249.5,248.82000732421875,248.8800048828125,1253534,290.5899963378906,291.3399963378906,290.5299987792969,291.2099914550781,756962,275.3299865722656,275.760009765625,275.04998779296875,275.25,2653431,1132.729248046875,1137.4998779296875,1132.3199462890625,1136.5400390625,195835,625.1500244140625,626.8400268554688,625.0,626.6500244140625,653056
2025-11-11 20:30:00+00:00,248.8699951171875,249.47000122070312,248.75,249.13999938964844,1833631,291.2300109863281,292.3399963378906,291.080810546875,291.7099914550781,1643758,275.239990234375,275.8450012207031,274.79998779296875,275.29998779296875,4039713,1136.5899658203125,1139.2198486328125,1134.9000244140625,1136.5999755859375,966986,626.5599975585938,628.0,626.1801147460938,627.1799926757812,1018218
2025-11-12 14:30:00+00:00,250.18499755859375,250.3699951171875,245.5500030517578,245.9250030517578,5045151,292.1700134277344,292.2699890136719,286.20001220703125,287.5199890136719,3474571,275.07501220703125,275.239990234375,271.8699951171875,272.94000244140625,10718425,1138.1700439453125,1141.530029296875,1128.27001953125,1139.0799560546875,409424,628.405029296875,628.989990234375,614.0,614.5900268554688,4427247
2025-11-12 15:30:00+00:00,245.9250030517578,246.31500244140625,243.92999267578125,245.3000030517578,3243589,287.5,287.6499938964844,284.3800048828125,285.9700012207031,1778598,272.9100036621094,274.6099853515625,272.54998779296875,274.6000061035156,3328165,1138.885009765625,1141.5,1136.1500244140625,1141.0400390625,313260,614.5800170898438,616.39990234375,607.77001953125,610.7899780273438,3530749
2025-11-12 16:30:00+00:00,245.27000427246094,245.71499633789062,244.16720581054688,245.1699981689453,1610983,285.9700012207031,286.5199890136719,284.45001220703125,286.4205017089844,1136343,274.5899963378906,274.8500061035156,273.7250061035156,274.3900146484375,2104341,1141.1939697265625,1150.5999755859375,1140.77001953125,1150.43994140625,294275,610.8099975585938,613.780029296875,608.1500854492188,613.7349853515625,1814076
2025-11-12 17:30:00+00:00,245.16000366210938,246.30499267578125,245.14999389648438,245.44869995117188,1739076,286.42498779296875,287.3999938964844,286.0,286.8399963378906,909402,274.3800048828125,275.1400146484375,274.1199951171875,274.9800109863281,1642127,1150.43994140625,1158.3499755859375,1150.239990234375,1156.6949462890625,434977,613.8200073242188,616.0899047851562,611.4199829101562,611.7000122070312,1271841
2025-11-12 18:30:00+00:00,245.4250030517578,245.88999938964844,245.0399932861328,245.08749389648438,1314668,286.8399963378906,287.1300048828125,286.2950134277344,286.6026916503906,700361,274.989990234375,275.7300109863281,274.42999267578125,274.45001220703125,2013567,1156.6231689453125,1158.0,1152.6199951171875,1154.482421875,257867,611.7000122070312,613.97998046875,610.5499877929688,612.7713012695312,1253648
2025-11-12 19:30:00+00:00,245.07009887695312,245.36990356445312,244.43299865722656,245.16000366210938,1719465,286.625,287.2460021972656,286.30999755859375,287.20001220703125,802366,274.45001220703125,274.69000244140625,273.5,274.04998779296875,2059500,1154.6099853515625,1162.0,1153.5699462890625,1161.1800537109375,313820,612.72998046875,614.0499877929688,609.6099853515625,611.2899780273438,1542015
2025-11-12 20:30:00+00:00,245.13999938964844,245.3300018310547,243.75,244.25,9690051,287.2200012207031,287.9100036621094,286.9700012207031,287.4100036621094,1235131,274.04998779296875,274.3999938964844,272.9700012207031,273.4700012207031,3569857,1161.06005859375,1164.33984375,1154.6800537109375,1157.675048828125,408535,611.2999877929688,612.0700073242188,607.7999877929688,609.1300048828125,1957837
2025-11-13 14:30:00+00:00,243.10000610351562,243.72999572753906,240.7259979248047,242.53900146484375,4344807,282.9849853515625,283.510009765625,278.0,280.2550048828125,3291073,274.2699890136719,276.6990051269531,273.2900085449219,273.7099914550781,10014720,1158.5,1167.3299560546875,1147.3299560546875,1161.364990234375,589184,613.0700073242188,617.6500244140625,609.6900024414062,614.5399780273438,3774745
2025-11-13 15:30:00+00:00,242.53500366210938,242.53500366210938,238.97000122070312,239.789794921875,3995083,280.2099914550781,281.5199890136719,278.3699951171875,280.6600036621094,1501649,273.7001037597656,274.19000244140625,272.17999267578125,274.037109375,3931506,1161.375,1162.89990234375,1145.68994140625,1152.72998046875,392286,614.530029296875,615.1994018554688,606.330078125,606.9500122070312,2394797
2025-11-13 16:30:00+00:00,239.72999572753906,240.13999938964844,238.99000549316406,239.84500122070312,3602015,280.6400146484375,281.2900085449219,279.9800109863281,281.17401123046875,847764,274.0299987792969,274.4898986816406,272.4599914550781,272.8599853515625,2339844,1152.35498046875,1156.25,1151.18994140625,1155.3800048828125,252707,606.9000244140625,610.5,606.7999877929688,608.7949829101562,1396472
2025-11-13 17:30:00+00:00,239.80250549316406,239.99000549316406,237.8000030517578,238.07339477539062,3274156,281.260009765625,281.5400085449219,278.5299987792969,278.7749938964844,780891,272.8399963378906,273.32000732421875,272.5,272.5700988769531,1922883,1155.0699462890625,1157.5400390625,1146.2900390625,1153.1500244140625,196956,608.8400268554688,609.3400268554688,604.3699951171875,604.9099731445312,1304772
2025-11-13 18:30:00+00:00,238.11000061035156,239.1999969482422,237.8249969482422,239.0500030517578,2135092,278.7699890136719,280.2300109863281,278.04998779296875,280.18499755859375,1039422,272.55999755859375,273.8500061035156,272.1000061035156,273.5299987792969,3060900,1152.9949951171875,1153.925048828125,1147.5789794921875,1153.56005859375,250436,604.881591796875,607.6199951171875,603.0,607.0850219726562,1408441
2025-11-13 19:30:00+00:00,239.0500030517578,239.10000610351562,237.44000244140625,238.3990020751953,2138828,280.1499938964844,280.50201416015625,279.0299987792969,280.4150085449219,998506,273.5350036621094,273.69000244140625,272.5450134277344,273.03961181640625,2603044,1153.449951171875,1157.489990234375,1151.8499755859375,1154.4599609375,230750,607.0700073242188,607.7999877929688,604.5599975585938,605.9400024414062,1261192
2025-11-13 20:30:00+00:00,238.38999938964844,238.97000122070312,236.52999877929688,237.5800018310547,3721588,280.44000244140625,280.57000732421875,278.1199951171875,279.1300048828125,6786981,273.0299987792969,273.6000061035156,272.5,273.0400085449219,3833536,1154.6300048828125,1157.9300537109375,1151.8499755859375,1154.5899658203125,341643,605.969970703125,610.0,605.924072265625,609.9375,1449513
2025-11-14 14:30:00+00:00,235.1199951171875,236.75,232.88999938964844,236.7100067138672,7334788,271.9800109863281,277.5140075683594,271.4100036621094,277.2900085449219,4228630,271.04998779296875,273.8900146484375,269.6000061035156,273.7591857910156,10617822,1142.219970703125,1142.219970703125,1107.2099609375,1116.3599853515625,866222,601.4650268554688,609.3800048828125,595.2000122070312,609.114990234375,4533844
2025-11-14 15:30:00+00:00,236.6699981689453,238.72999572753906,236.39999389648438,238.2899932861328,3717221,277.2699890136719,279.06988525390625,276.9800109863281,278.9849853515625,1752618,273.7699890136719,274.6499938964844,273.20001220703125,274.6499938964844,3569903,1116.3800048828125,1122.4200439453125,1111.1400146484375,1115.2923583984375,399880,609.1199951171875,612.0,606.9400024414062,611.3699951171875,1860480
2025-11-14 16:30:00+00:00,238.32000732421875,238.32000732421875,237.22000122070312,237.55999755859375,2052351,278.9599914550781,279.1499938964844,277.9200134277344,278.5400085449219,968294,274.6449890136719,275.9200134277344,273.54998779296875,275.7049865722656,4251993,1115.2850341796875,1120.02001953125,1109.239990234375,1117.3699951171875,371035,611.3800048828125,612.9400024414062,607.7899780273438,611.26123046875,1675105
2025-11-14 17:30:00+00:00,237.50999450683594,237.6999969482422,235.77000427246094,236.20640563964844,2249917,278.5350036621094,278.9419860839844,276.8900146484375,277.79998779296875,955999,275.7099914550781,275.95831298828125,274.2300109863281,274.5849914550781,1963757,1117.469970703125,1122.3299560546875,1114.6700439453125,1120.97998046875,245943,611.2000122070312,611.739990234375,607.8200073242188,610.60498046875,1030837
2025-11-14 18:30:00+00:00,236.17999267578125,236.5,235.1999969482422,236.25509643554688,1697135,277.7799987792969,278.3800048828125,276.8299865722656,278.2300109863281,684070,274.57000732421875,274.760009765625,273.8399963378906,273.9599914550781,1593851,1120.93994140625,1125.6370849609375,1115.800048828125,1125.5699462890625,223313,610.5399780273438,613.02001953125,608.5001220703125,612.9899291992188,1242663
2025-11-14 19:30:00+00:00,236.25999450683594,236.2899932861328,234.97999572753906,235.1999969482422,2610702,278.2250061035156,278.6000061035156,277.0,277.17999267578125,824026,273.9700012207031,274.25,272.8900146484375,272.989990234375,2106336,1125.541015625,1127.800048828125,1118.06005859375,1119.43994140625,261411,612.8400268554688,613.6799926757812,608.8599853515625,610.0,1241172
2025-11-14 20:30:00+00:00,235.1999969482422,235.27999877929688,234.32000732421875,234.6999969482422,3812255,277.1499938964844,277.55999755859375,276.29998779296875,276.989990234375,1086591,272.9700012207031,273.260009765625,272.1700134277344,272.4100036621094,3221940,1119.3199462890625,1120.1298828125,1110.260009765625,1112.6800537109375,417278,609.97998046875,610.725830078125,607.8099975585938,609.8099975585938,1213767
